projectIdentifier,programArea,programFy,disasterNumber,propertyPartOfProject,propertyAction,structureType,typeOfResidency,foundationType,county,city,state,stateNumberCode,region,zip,damageCategory,actualAmountPaid,numberOfProperties,id
DR-1602-0007-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,LIGHTHOUSE POINT,Florida,12,4,33064,N/A,13537.00,1,fa9de8ae-0924-444f-8833-5efa52396c3f
DR-1602-0007-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,LIGHTHOUSE POINT,Florida,12,4,33064,N/A,27075.00,1,5c78d655-7dc6-4de5-9d2b-25ae904542a1
DR-1602-0029-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,PLANTATION,Florida,12,4,33317,N/A,41289.00,3,ab4e21d4-9a8c-478b-b9c3-6a3e24ab8322
DR-1602-0008-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,SUNRISE,Florida,12,4,33325,N/A,80225.00,1,6fbd0d8a-df79-478b-a4f7-06b91c4eb6d8
DR-1602-0009-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,SUNRISE,Florida,12,4,33351,N/A,95636.00,1,fdec235f-afd2-4004-aee8-acfd738d5ad9
DR-1602-0012-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Broward,SUNRISE,Florida,12,4,33351,N/A,,1,fe88bebe-f6e6-4d9e-9a3a-24645569b5d6
DR-1602-0004-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33127,N/A,48168.00,1,5a2247e6-fdb4-42a8-877f-5d0066c83ae3
DR-1602-0002-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33128,N/A,333187.00,1,62bb2bae-0b64-4c37-952d-0cc3a4dc9321
DR-1602-0011-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33136,N/A,,1,f99fff5f-9340-4ff3-b6c5-1b9d387a4569
DR-1602-0013-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33136,N/A,337451.00,1,4bb91a93-dedc-40b5-8bb6-e6ab34f8a56d
DR-1602-0023-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33136,N/A,1214196.00,1,82caf91b-77d8-4a25-b130-caa61f2acd92
DR-1602-0022-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33149,N/A,,1,a5b2e428-4dcf-44ee-a3ef-ba87ca2496be
DR-1602-0014-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33157,N/A,,1,201392b1-711d-4d9d-8b9f-25cdcb5cb23f
DR-1602-0014-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33173,N/A,,1,cee31466-8eff-4ad3-a34e-b41c8c614fb6
DR-1602-0021-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI BEACH,Florida,12,4,33140,N/A,,1,7b8a1af5-4b49-4849-905b-591c59ace601
DR-1602-0019-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI GARDENS,Florida,12,4,33054,N/A,103500.00,1,d43a0d55-0136-4310-bbb7-728a4008eb72
DR-1602-0020-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Miami-Dade,MIAMI GARDENS,Florida,12,4,33054,N/A,95850.00,1,5767b3e9-6f54-49b9-9590-b8982ec6fcc0
DR-1602-0024-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Not Applicable,Slab on Grade,Orange,ORLANDO,Florida,12,4,32805,N/A,10816.00,1,33bcc50a-f2d3-4a1a-9034-0ff2e51c1537
DR-1602-0016-R,HMGP,2005,1602,1,Wind Retrofit,Non-residential - Public,Other (Specify in Comments),Slab on Grade,Miami-Dade,NORTH MIAMI,Florida,12,4,33161,N/A,212831.00,1,6acc313f-f85a-463c-9679-4ef747631d99
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Not Applicable,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,9262.00,1,dbeaf1f9-d7cb-435a-8f03-f11662c12195
DR-1602-0017-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33134,N/A,7280.00,1,ab9082fa-0097-4180-a2ca-6f27a8014655
DR-1602-0017-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33176,N/A,8298.00,1,b3124643-dd50-4bbe-b975-0a5a0ebed6b5
DR-1602-0017-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Not Applicable,Slab on Grade,Miami-Dade,MIAMI,Florida,12,4,33176,N/A,8300.00,1,91944fb5-1f96-46d0-a3c6-2cd82ca7d745
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMEMT,Florida,12,4,32533,N/A,11167.00,1,59d296aa-7a62-4aa2-b511-2577ad51f543
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,3070.00,1,c7f56505-81fc-40fd-9a51-ae5b41a377fe
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,4150.00,1,cdc0ed8e-4595-4dde-ac75-708340547a49
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,4194.00,1,68218631-30da-44df-bebf-ab65d7d2b83a
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,4230.00,1,7fdf820d-2adf-4254-86b8-e682e3ff6196
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,4535.00,1,269a8794-6810-47fc-acbb-99c89459b669
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,5236.00,1,2764fda8-ceae-4424-b4fd-0ee488d7997b
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,5650.00,1,927911b3-ebc2-4a15-be33-a5d1254cdd53
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,5725.00,1,e030c0ae-8a2a-4a9d-975b-9ed91869b6a7
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,5802.00,1,15dd2020-b896-4918-8abf-84e6ad336b51
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6065.00,1,7e74e86a-737c-4a9c-aaea-1c8aacf2f36a
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6297.00,1,7d8410ae-b50e-49f0-9647-c0a5d8310533
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6423.00,1,0e99cdfd-006e-42e7-a12f-eecb9ed88864
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6620.00,1,5f21e35c-e28d-490f-b1c9-5c7bda309618
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6719.00,1,da9f0b4a-3fe1-421c-99c9-a99d0157222c
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,6927.00,1,b0de0d5e-25b4-4865-b08f-5199ff826fdb
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,7905.00,1,75fc050c-0a36-49d8-a942-3f3ba94b3be3
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,9394.00,1,60decfd4-bca6-422f-8fe5-cd67a306f02c
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,10045.00,1,463faf64-a244-42a1-b4c0-22075400dd7b
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,10483.00,1,d2916927-8c9a-495f-a2c6-5a6cc33a0956
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,10655.00,1,cd8f3788-1590-43a6-a22f-4db670ecf831
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,10730.00,1,f79ed17c-6ca6-457c-b0f9-d724e42a854f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,11213.00,1,39ebb3c6-c2ed-403f-8e05-6534dd9ef9ed
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,11894.00,1,12fdab3e-9b52-4b14-85ca-96109081a783
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CANTONMENT,Florida,12,4,32533,N/A,12227.00,1,4a858a79-ad77-477c-b9f4-d52a36c54a13
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,CENTURY,Florida,12,4,32535,N/A,4196.00,1,9eea18d6-676b-4195-a7e7-a302a87d6439
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32501,N/A,3769.00,1,60019467-b50f-4567-bd40-11a8cd86925f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32501,N/A,3928.00,1,fccf73c6-e2d4-4210-a19a-109bb336b801
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32501,N/A,5600.00,1,a4d8b261-6aa3-42da-8c8e-10cb3af86d7e
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32501,N/A,10752.00,1,3f1b1f55-5174-44a9-b82a-3889040b8ac5
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,3116.00,1,755284d3-90fd-45c1-a282-d4dd3abf96f0
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,3201.00,1,5f64d36a-98fb-4f25-ace9-5647033c5d97
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,3785.00,1,ab233ec8-df2f-40ef-a56d-8e08b2d48abf
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,4311.00,1,11a6916a-6d4c-40f3-b15a-ac9a51ded5aa
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,4713.00,1,0bd4d26b-f8a1-4fe7-b3f0-48ac6d4289e1
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,5046.00,1,376f3b41-e0ac-4a40-a9db-c58e02b3fad1
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,5268.00,1,9ccb3bd0-f90e-4f62-94fe-1cbe99b78751
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,5419.00,1,f7af64bd-4a36-48f5-a96c-8612d3c10aff
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,5459.00,1,3ef44079-c271-4110-8276-5ae0a54183f0
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,5617.00,1,70194c9e-9408-49fe-85b7-bfdc6e13ad43
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,6347.00,1,b2adc155-fc39-4a81-abb1-f05d41ed6552
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,6545.00,1,a6293f80-b3bc-4a1d-bc19-9d5b558e9350
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,6590.00,1,d56bac6f-3c8f-4053-8f9c-e91db8ee862f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,6847.00,1,b538d65b-fcde-4302-8cf2-b7338415e9f6
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,7108.00,1,d087edd0-0f8d-410e-980a-e7be7b7f5653
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,7179.00,1,cd726674-2746-45fb-aacf-1981e5778c2f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,7390.00,1,a173ef89-499d-4cf6-a643-55ec13cf3f35
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,8792.00,1,c0f048ce-0e08-43d2-a0bf-dcf79a075e9f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,8814.00,1,2b4e87c3-670c-41e4-bdd0-04b19cc7562f
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,9099.00,1,946bfc53-ff17-4309-9d7f-9cef34933ed4
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,9147.00,1,a850c5a2-c452-4d0b-b569-48bb0e437db2
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,12805.00,1,0ca881ef-cad1-4d06-8dbd-e7d8e4d7d522
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,12851.00,1,6feafa7b-2f0d-4acc-a871-8c9cd2ae10e0
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32503,N/A,13210.00,1,ae977a9b-f07a-4aaf-bc1b-1de3424197f6
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,1988.00,1,e5ebb830-0abb-40aa-87b2-71f7e8fb46f6
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,4233.00,1,b54beeca-5897-4e75-a497-a8330e04b163
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,4735.00,1,f37bc2da-cfeb-43ea-bf20-c3b82bb8cd49
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,4817.00,1,715c0c51-dcf9-4d4f-8435-4e999f72537b
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,5072.00,1,984bf21c-ca34-4b50-bf22-a68c2fb5a15e
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,5158.00,1,b3531da2-422b-4cd3-a8a0-b8207febbdc5
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,5208.00,1,67d57f38-2a1e-4633-87c1-232a796b5012
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,5562.00,1,7b321005-96dd-4598-9d40-a377ed0caab1
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,5570.00,1,d570a0d0-aa4d-4d97-9030-936d288f1dea
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,6927.00,1,dd0f487f-cc0d-410f-861d-98a3b09771f0
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,7949.00,1,fe7d440a-38e8-4557-bdee-69702a000ae8
DR-1602-0031-R,HMGP,2005,1602,1,Wind Retrofit,Single Family,Owner Occupied - Principal Residence,Other (Specify in Comments),Escambia,PENSACOLA,Florida,12,4,32504,N/A,8112.00,1,4ec7cb84-d1ed-4e2b-83a3-97d3936e6069
